,src,dest,src_EQ,dest_EQ,energy,Ea
4586,895,607,-678.512271897863,-678.513828129988,-678.512464299435,-0.0001924015720078387
4587,607,895,-678.513828129988,-678.512271897863,-678.512464299435,0.0013638305530321304
4588,607,630,-678.513828129988,-678.519418479823,-678.511472155866,0.002355974121996951
4589,630,607,-678.519418479823,-678.513828129988,-678.511472155866,0.007946323956957713
4590,614,700,-678.512990497931,-678.519995429719,-678.511288025147,0.0017024727840180276
4591,700,614,-678.519995429719,-678.512990497931,-678.511288025147,0.008707404571964616
4592,700,771,-678.519995429719,-678.514314498523,-678.51137772476,0.008617704958965078
4593,771,700,-678.514314498523,-678.519995429719,-678.51137772476,0.0029367737630536794
4594,754,383,-678.5066359389231,-678.513003126713,-678.455963761625,0.05067217729811091
4595,383,754,-678.513003126713,-678.5066359389231,-678.455963761625,0.057039365088030536
4596,957,1245,-678.467851931258,-678.4685888379811,-678.4512278729779,0.016624058280058307
4597,1245,957,-678.4685888379811,-678.467851931258,-678.4512278729779,0.01736096500314943
4598,738,1246,-678.4489017001799,-678.436782910612,-678.425047832252,0.02385386792798272
4599,1246,738,-678.436782910612,-678.4489017001799,-678.425047832252,0.01173507836006138
4600,1121,1247,-678.460423311115,-678.460013954446,-678.460499468743,-7.615762797286152e-05
4601,1247,1121,-678.460013954446,-678.460423311115,-678.460499468743,-0.0004855142969972803
4602,1247,700,-678.460013954446,-678.519995429719,-678.412682755066,0.047331199379982536
4603,700,1247,-678.519995429719,-678.460013954446,-678.412682755066,0.10731267465291694
4604,700,1248,-678.519995429719,-678.504003252114,-678.481720996141,0.03827443357795346
4605,1248,700,-678.504003252114,-678.519995429719,-678.481720996141,0.022282255972982057
4606,1248,1249,-678.504003252114,-678.5035592349179,-678.503866111089,0.00013714102499307046
4607,1249,1248,-678.5035592349179,-678.504003252114,-678.503866111089,-0.0003068761710665058
4608,1204,1250,-678.4623816260221,-678.423621113325,-678.393710617426,0.068671008596084
4609,1250,1204,-678.423621113325,-678.4623816260221,-678.393710617426,0.029910495899002854
4610,745,634,-678.416479504543,-678.4230134367041,-678.413686092959,0.0027934115839798324
4611,634,745,-678.4230134367041,-678.416479504543,-678.413686092959,0.009327343745098915
4612,634,1094,-678.4230134367041,-678.4176567702599,-678.4171640639611,0.005849372743000458
4613,1094,634,-678.4176567702599,-678.4230134367041,-678.4171640639611,0.0004927062988144826
4614,1198,1251,-678.399661371329,-678.36884999563,-678.368636082262,0.031025289066974437
4615,1251,1198,-678.36884999563,-678.399661371329,-678.368636082262,0.00021391336792930815
4616,1192,1252,-678.46619135312,-678.4621237838691,-678.462535231608,0.003656121512108257
4617,1252,1192,-678.4621237838691,-678.46619135312,-678.462535231608,-0.00041144773888390773
4618,1191,1140,-678.493321061136,-678.494214910299,-678.492408860247,0.0009122008890471989
4619,1140,1191,-678.494214910299,-678.493321061136,-678.492408860247,0.0018060500519823108
4620,1140,1253,-678.494214910299,-678.4952380722401,-678.494192666549,2.2243749981498695e-05
4621,1253,1140,-678.4952380722401,-678.494214910299,-678.494192666549,0.001045405691115775
4622,1190,1254,-678.437713038919,-678.472560299955,-678.405476760502,0.03223627841703092
4623,1254,1190,-678.472560299955,-678.437713038919,-678.405476760502,0.06708353945305134
4624,989,1255,-678.490754640727,-678.4977097906759,-678.478309634966,0.012445005761037464
4625,1255,989,-678.4977097906759,-678.490754640727,-678.478309634966,0.019400155709945466
4626,1043,234,-678.42510804268,-678.427511108459,-678.424571991434,0.0005360512459446909
4627,234,1043,-678.427511108459,-678.42510804268,-678.424571991434,0.0029391170249937204
4628,234,90,-678.427511108459,-678.427422631415,-678.427620624861,-0.00010951640194889478
4629,90,234,-678.427422631415,-678.427511108459,-678.427620624861,-0.0001979934460223376
4630,1090,443,-678.467455823517,-678.502739446851,-678.4463815915329,0.021074231984016478
4631,443,1090,-678.502739446851,-678.467455823517,-678.4463815915329,0.05635785531808324
4632,443,1256,-678.502739446851,-678.520919054381,-678.455013556931,0.04772588992000237
4633,1256,443,-678.520919054381,-678.502739446851,-678.455013556931,0.06590549744998953
4634,680,442,-678.499843865314,-678.506370924069,-678.491154266341,0.008689598972978274
4635,442,680,-678.506370924069,-678.499843865314,-678.491154266341,0.015216657727933125
4636,998,54,-678.467733886055,-678.467223189524,-678.451985551604,0.01574833445101831
4637,54,998,-678.467223189524,-678.467733886055,-678.451985551604,0.015237637919994995
4638,1129,1177,-678.493860947184,-678.492901075297,-678.488436235676,0.005424711507998836
4639,1177,1129,-678.492901075297,-678.493860947184,-678.488436235676,0.004464839621050487
4640,1196,1142,-678.463652127925,-678.458633081072,-678.424281505953,0.03937062197201158
4641,1142,1196,-678.458633081072,-678.463652127925,-678.424281505953,0.034351575118989786
4642,994,1257,-678.447124412394,-678.446311256996,-678.4466604352581,0.00046397713595069945
4643,1257,994,-678.446311256996,-678.447124412394,-678.4466604352581,-0.0003491782621267703
4644,164,412,-678.5025118173841,-678.507401903781,-678.497027724881,0.00548409250302484
4645,412,164,-678.507401903781,-678.5025118173841,-678.497027724881,0.010374178899951403
4646,1140,1177,-678.494214910299,-678.492901075297,-678.483661293727,0.010553616571996827
4647,1177,1140,-678.492901075297,-678.494214910299,-678.483661293727,0.009239781570045125
4648,1214,1258,-678.490079543825,-678.490664644808,-678.4896289329889,0.00045061083608288754
4649,1258,1214,-678.490664644808,-678.490079543825,-678.4896289329889,0.0010357118190995607
4650,992,1259,-678.4969444370299,-678.494110679673,-678.478782794508,0.018161642521931753
4651,1259,992,-678.494110679673,-678.4969444370299,-678.478782794508,0.01532788516499295
4652,1259,1191,-678.494110679673,-678.493321061136,-678.489075530503,0.005035149169998476
4653,1191,1259,-678.493321061136,-678.494110679673,-678.489075530503,0.00424553063305666
4654,1206,1260,-678.495404607685,-678.496798269579,-678.484158468629,0.011246139056083848
4655,1260,1206,-678.496798269579,-678.495404607685,-678.484158468629,0.012639800950069002
4656,1208,196,-678.468450315032,-678.470335625349,-678.459144862617,0.009305452414992033
4657,196,1208,-678.470335625349,-678.468450315032,-678.459144862617,0.01119076273198516
4658,181,1261,-678.466729060005,-678.4676717413939,-678.45717888373,0.009550176275070044
4659,1261,181,-678.4676717413939,-678.466729060005,-678.45717888373,0.01049285766396224
4660,1204,1262,-678.4623816260221,-678.46019538827,-678.442148656981,0.020232969041103388
4661,1262,1204,-678.46019538827,-678.4623816260221,-678.442148656981,0.01804673128901868
4662,518,1055,-678.507323173272,-678.506769170255,-678.5068466400891,0.00047653318290485913
4663,1055,518,-678.506769170255,-678.507323173272,-678.5068466400891,-7.746983408196684e-05
4664,1210,1263,-678.506649044366,-678.512087756519,-678.492912644589,0.013736399777030783
4665,1263,1210,-678.512087756519,-678.506649044366,-678.492912644589,0.01917511193005339
4666,1205,1264,-678.4518102339799,-678.439626705062,-678.402772375281,0.049037858698966375
4667,1264,1205,-678.439626705062,-678.4518102339799,-678.402772375281,0.03685432978102199
4668,1243,667,-678.523211048302,-678.534875219723,-678.5228605843499,0.00035046395203153224
4669,667,1243,-678.534875219723,-678.523211048302,-678.5228605843499,0.01201463537302061
4670,1203,1265,-678.458883702387,-678.421484127227,-678.4001550164701,0.058728685916889845
4671,1265,1203,-678.421484127227,-678.458883702387,-678.4001550164701,0.021329110756937553
4672,555,452,-678.447688732526,-678.462080758035,-678.433199735843,0.01448899668298509
4673,452,555,-678.462080758035,-678.447688732526,-678.433199735843,0.02888102219196753
4674,452,1266,-678.462080758035,-678.462128402974,-678.4534812245861,0.008599533448887087
4675,1266,452,-678.462128402974,-678.462080758035,-678.4534812245861,0.008647178387946042
4676,1193,1267,-678.447775607994,-678.45682170625,-678.443827788754,0.003947819240011086
4677,1267,1193,-678.45682170625,-678.447775607994,-678.443827788754,0.012993917496032736
4678,1207,1268,-678.458706972665,-678.414692174785,-678.37312835098,0.08557862168504471
4679,1268,1207,-678.414692174785,-678.458706972665,-678.37312835098,0.041563823805063294
4680,1209,1269,-678.491115056956,-678.474539779657,-678.456655440964,0.034459615991977444
4681,1269,1209,-678.474539779657,-678.491115056956,-678.456655440964,0.017884338692965684
4682,1006,1270,-678.495984119226,-678.504495874879,-678.4804600132791,0.01552410594695175
4683,1270,1006,-678.504495874879,-678.495984119226,-678.4804600132791,0.0240358615999412
4684,1270,1271,-678.504495874879,-678.432208822572,-678.413792804037,0.09070307084198248
4685,1271,1270,-678.432208822572,-678.504495874879,-678.413792804037,0.018416018534935574
4686,1229,473,-678.463052578998,-678.4802724012139,-678.444463205341,0.0185893736570506
4687,473,1229,-678.4802724012139,-678.463052578998,-678.444463205341,0.03580919587295739
4688,1190,1272,-678.437713038919,-678.4324006748041,-678.336497698966,0.1012153399530007
4689,1272,1190,-678.4324006748041,-678.437713038919,-678.336497698966,0.09590297583804386
4690,596,1273,-678.417246021693,-678.415062109831,-678.414469606138,0.002776415554990308
4691,1273,596,-678.415062109831,-678.417246021693,-678.414469606138,0.0005925036929284033
4692,1273,1274,-678.415062109831,-678.417122613518,-678.4140336440099,0.0010284658210366615
4693,1274,1273,-678.417122613518,-678.415062109831,-678.4140336440099,0.003088969508098671
4694,1029,1275,-678.408298255072,-678.40648153071,-678.40295384125,0.005344413822058414
4695,1275,1029,-678.40648153071,-678.408298255072,-678.40295384125,0.003527689460042893
4696,1213,1115,-678.466107629941,-678.467131075318,-678.461511924393,0.004595705548013029
4697,1115,1213,-678.467131075318,-678.466107629941,-678.461511924393,0.005619150924985661
4698,736,757,-678.521041212815,-678.5331960405549,-678.518820270309,0.002220942506028223
4699,757,736,-678.5331960405549,-678.521041212815,-678.518820270309,0.014375770245919739
4700,757,830,-678.5331960405549,-678.533429889941,-678.518650427853,0.014545612701908794
4701,830,757,-678.533429889941,-678.5331960405549,-678.518650427853,0.014779462087972206
4702,1221,1276,-678.494185261868,-678.493560980772,-678.493928097603,0.000257164265008214
4703,1276,1221,-678.493560980772,-678.494185261868,-678.493928097603,-0.0003671168309438144
4704,642,1277,-678.423475500646,-678.4056068480539,-678.405224132936,0.018251367709922306
4705,1277,642,-678.4056068480539,-678.423475500646,-678.405224132936,0.0003827151178938948
4706,1192,1278,-678.46619135312,-678.472059013276,-678.432480847006,0.0337105061140619
4707,1278,1192,-678.472059013276,-678.46619135312,-678.432480847006,0.03957816626996191
4708,1224,676,-678.434860809073,-678.434762303225,-678.4295139414689,0.0053468676040893115
4709,676,1224,-678.434762303225,-678.434860809073,-678.4295139414689,0.0052483617561165374
4710,1206,1279,-678.495404607685,-678.495306003547,-678.480690347638,0.014714260047071548
4711,1279,1206,-678.495306003547,-678.495404607685,-678.480690347638,0.014615655908983172
4712,1203,1149,-678.458883702387,-678.460251897469,-678.437198819134,0.021684883252987674
4713,1149,1203,-678.460251897469,-678.458883702387,-678.437198819134,0.02305307833501047
4714,942,1280,-678.468754567243,-678.4678684370659,-678.4622868297911,0.006467737451885114
4715,1280,942,-678.4678684370659,-678.468754567243,-678.4622868297911,0.005581607274848466
4716,1199,1023,-678.400954747388,-678.410165908618,-678.380696172524,0.020258574863987633
4717,1023,1199,-678.410165908618,-678.400954747388,-678.380696172524,0.029469736093915344
4718,1226,1281,-678.444612897414,-678.450482435237,-678.443207487614,0.001405409799986046
4719,1281,1226,-678.450482435237,-678.444612897414,-678.443207487614,0.007274947622931904
4720,1179,1176,-678.40291104179,-678.4373306246131,-678.4034822408149,-0.0005711990248755683
4721,1176,1179,-678.4373306246131,-678.40291104179,-678.4034822408149,0.033848383798158466
4722,1238,997,-678.4309775646959,-678.435899235619,-678.4291321285019,0.001845436194003014
4723,997,1238,-678.435899235619,-678.4309775646959,-678.4291321285019,0.006767107117070736
4724,1215,1282,-678.442939926632,-678.440618569047,-678.438271241938,0.004668684694024705
4725,1282,1215,-678.440618569047,-678.442939926632,-678.438271241938,0.0023473271090779235
4726,1224,676,-678.434860809073,-678.434762303225,-678.435167119175,-0.00030631010201886966
4727,676,1224,-678.434762303225,-678.434860809073,-678.435167119175,-0.0004048159499916437
4728,1196,1283,-678.463652127925,-678.461084070756,-678.4162422075669,0.04740992035806357
4729,1283,1196,-678.461084070756,-678.463652127925,-678.4162422075669,0.044841863189049036
4730,1058,1284,-678.466162851494,-678.46617464594,-678.465960476876,0.0002023746179702357
4731,1284,1058,-678.46617464594,-678.466162851494,-678.465960476876,0.00021416906395188562
4732,1284,1285,-678.46617464594,-678.466803533823,-678.46557543008,0.0005992158600065522
4733,1285,1284,-678.466803533823,-678.46617464594,-678.46557543008,0.0012281037430739161
4734,1285,9,-678.466803533823,-678.467754250364,-678.465877034437,0.0009264993860824688
4735,9,1285,-678.467754250364,-678.466803533823,-678.465877034437,0.0018772159270383781
4736,1156,1286,-678.466647442326,-678.4678879944361,-678.463034275572,0.0036131667540075796
4737,1286,1156,-678.4678879944361,-678.466647442326,-678.463034275572,0.0048537188640693785
4738,1229,473,-678.463052578998,-678.4802724012139,-678.442172615506,0.020879963492006937
4739,473,1229,-678.4802724012139,-678.463052578998,-678.442172615506,0.038099785707913725
4740,1222,1287,-678.4928040434829,-678.445353820441,-678.434133426074,0.05867061740889312
4741,1287,1222,-678.445353820441,-678.4928040434829,-678.434133426074,0.011220394367001063
4742,1287,1288,-678.445353820441,-678.444250324039,-678.441987394447,0.00336642599404513
4743,1288,1287,-678.444250324039,-678.445353820441,-678.441987394447,0.0022629295920069126
4744,1210,1289,-678.506649044366,-678.510677977513,-678.505965171974,0.0006838723919599943
4745,1289,1210,-678.510677977513,-678.506649044366,-678.505965171974,0.004712805538929388
4746,1218,1131,-678.422957538095,-678.450868676234,-678.413093809196,0.009863728899063062
4747,1131,1218,-678.450868676234,-678.422957538095,-678.413093809196,0.03777486703802424
4748,1205,726,-678.4518102339799,-678.492373730648,-678.4462740029251,0.005536231054861673
4749,726,1205,-678.492373730648,-678.4518102339799,-678.4462740029251,0.04609972772288984
4750,726,559,-678.492373730648,-678.467316489366,-678.427900859464,0.06447287118396616
4751,559,726,-678.467316489366,-678.492373730648,-678.427900859464,0.03941562990200964
4752,472,383,-678.5136976195259,-678.513003126713,-678.5131633333519,0.0005342861740018634
4753,383,472,-678.513003126713,-678.5136976195259,-678.5131633333519,-0.00016020663895233156
4754,383,607,-678.513003126713,-678.513828129988,-678.510291172867,0.0027119538459601245
4755,607,383,-678.513828129988,-678.513003126713,-678.510291172867,0.003536957121013984
4756,1211,1111,-678.391255917517,-678.389388161714,-678.38708774139,0.004168176126995604
4757,1111,1211,-678.389388161714,-678.391255917517,-678.38708774139,0.002300420323990693
4758,1111,1165,-678.389388161714,-678.3891337393401,-678.3876105093319,0.0017776523820884904
4759,1165,1111,-678.3891337393401,-678.389388161714,-678.3876105093319,0.0015232300081606809
4760,916,1163,-678.454419653004,-678.4639492228749,-678.41082382552,0.04359582748406865
4761,1163,916,-678.4639492228749,-678.454419653004,-678.41082382552,0.053125397354961024
4762,1243,667,-678.523211048302,-678.534875219723,-678.5232401301159,-2.9081813977427373e-05
4763,667,1243,-678.534875219723,-678.523211048302,-678.5232401301159,0.01163508960701165
4764,241,1290,-678.4471292122361,-678.4465060264109,-678.444311758543,0.002817453693069183
4765,1290,241,-678.4465060264109,-678.4471292122361,-678.444311758543,0.0021942678679351957
4766,1234,893,-678.4978719474759,-678.5001893758911,-678.488351848143,0.009520099332917198
4767,893,1234,-678.5001893758911,-678.4978719474759,-678.488351848143,0.011837527748070897
4768,1209,1269,-678.491115056956,-678.474539779657,-678.45201378007,0.039101276885958214
4769,1269,1209,-678.474539779657,-678.491115056956,-678.45201378007,0.022525999586946455
4770,1140,1291,-678.494214910299,-678.493166422092,-678.484878630565,0.009336279733929587
4771,1291,1140,-678.493166422092,-678.494214910299,-678.484878630565,0.008287791526981891
4772,1223,1292,-678.4582760781491,-678.46630498183,-678.4324625832099,0.02581349493914331
4773,1292,1223,-678.46630498183,-678.4582760781491,-678.4324625832099,0.03384239862009508
4774,1292,1293,-678.46630498183,-678.479783778417,-678.433243255412,0.033061726418054604
4775,1293,1292,-678.479783778417,-678.46630498183,-678.433243255412,0.04654052300497824
4776,1194,1294,-678.467061368869,-678.496745920258,-678.458354724122,0.008706644747007886
4777,1294,1194,-678.496745920258,-678.467061368869,-678.458354724122,0.03839119613598996
4778,1215,1282,-678.442939926632,-678.440618569047,-678.428002249834,0.014937676798012944
4779,1282,1215,-678.440618569047,-678.442939926632,-678.428002249834,0.012616319213066163
4780,1211,1111,-678.391255917517,-678.389388161714,-678.3864018603971,0.004854057119928257
4781,1111,1211,-678.389388161714,-678.391255917517,-678.3864018603971,0.0029863013169233454
4782,1219,1295,-678.423722264179,-678.449740877316,-678.419207578246,0.004514685933031615
4783,1295,1219,-678.449740877316,-678.423722264179,-678.419207578246,0.03053329907004354
4784,1223,1296,-678.4582760781491,-678.458577609647,-678.4509707851989,0.007305292950150033
4785,1296,1223,-678.458577609647,-678.4582760781491,-678.4509707851989,0.007606824448089355
4786,1225,596,-678.416399798835,-678.417246021693,-678.416384504196,1.5294638956220297e-05
4787,596,1225,-678.417246021693,-678.416399798835,-678.416384504196,0.0008615174970145745
4788,596,1274,-678.417246021693,-678.417122613518,-678.4165452498149,0.0007007718780869254
4789,1274,596,-678.417122613518,-678.417246021693,-678.4165452498149,0.0005773637030870304
4790,570,1297,-678.4824930646421,-678.4970580817,-678.451776819182,0.030716245460098435
4791,1297,570,-678.4970580817,-678.4824930646421,-678.451776819182,0.045281262517960386
4792,1197,617,-678.429311421632,-678.468084585906,-678.4279483901349,0.0013630314970214386
4793,617,1197,-678.468084585906,-678.429311421632,-678.4279483901349,0.040136195771083294
4794,617,1150,-678.468084585906,-678.429320471232,-678.426839755719,0.041244830186997206
4795,1150,617,-678.429320471232,-678.468084585906,-678.426839755719,0.0024807155130019964
4796,1196,1298,-678.463652127925,-678.461993398907,-678.398143754589,0.06550837333600157
4797,1298,1196,-678.461993398907,-678.463652127925,-678.398143754589,0.06384964431799744
4798,1236,382,-678.458857273715,-678.5006370536689,-678.4577089298961,0.001148343818954345
4799,382,1236,-678.5006370536689,-678.458857273715,-678.4577089298961,0.042928123772867366
4800,382,267,-678.5006370536689,-678.408574928953,-678.4083597757431,0.09227727792585938
4801,267,382,-678.408574928953,-678.5006370536689,-678.4083597757431,0.00021515320997878007
4802,1215,1282,-678.442939926632,-678.440618569047,-678.4414897532689,0.0014501733630822855
4803,1282,1215,-678.440618569047,-678.442939926632,-678.4414897532689,-0.0008711842218644961
4804,1239,1002,-678.386160813149,-678.3867889169819,-678.385749521672,0.0004112914770075804
4805,1002,1239,-678.3867889169819,-678.386160813149,-678.385749521672,0.0010393953099310238
4806,1230,1164,-678.501922385397,-678.48693385284,-678.482171856201,0.01975052919601694
4807,1164,1230,-678.48693385284,-678.501922385397,-678.482171856201,0.00476199663899024
4808,1231,1230,-678.503551662844,-678.501922385397,-678.4042944713599,0.09925719148407097
4809,1230,1231,-678.501922385397,-678.503551662844,-678.4042944713599,0.09762791403716164
4810,1108,1299,-678.496370895309,-678.516964136156,-678.4536370753959,0.04273381991310998
4811,1299,1108,-678.516964136156,-678.496370895309,-678.4536370753959,0.06332706076011618
4812,1299,1300,-678.516964136156,-678.468053216147,-678.451037321888,0.06592681426809577
4813,1300,1299,-678.468053216147,-678.516964136156,-678.451037321888,0.017015894259088782
4814,1206,1301,-678.495404607685,-678.497182701749,-678.482005998953,0.013398608732018147
4815,1301,1206,-678.497182701749,-678.495404607685,-678.482005998953,0.015176702795997699
4816,1301,1302,-678.497182701749,-678.500384190569,-678.48372651807,0.01345618367906809
4817,1302,1301,-678.500384190569,-678.497182701749,-678.48372651807,0.01665767249903638
4818,1227,1303,-678.442484304052,-678.460705302093,-678.426630846392,0.01585345766000046
4819,1303,1227,-678.460705302093,-678.442484304052,-678.426630846392,0.03407445570098844
4820,1202,1304,-678.46988879123,-678.470382683596,-678.4648234682351,0.00506532299493756
4821,1304,1202,-678.470382683596,-678.46988879123,-678.4648234682351,0.005559215360904091
4822,1304,1305,-678.470382683596,-678.411854800035,-678.380182713541,0.09019997005498226
4823,1305,1304,-678.411854800035,-678.470382683596,-678.380182713541,0.03167208649404074
4824,596,746,-678.417246021693,-678.416440218993,-678.4161352570201,0.0011107646729442422
4825,746,596,-678.416440218993,-678.417246021693,-678.4161352570201,0.0003049619729154074
4826,1226,1281,-678.444612897414,-678.450482435237,-678.423073227482,0.021539669932053584
4827,1281,1226,-678.450482435237,-678.444612897414,-678.423073227482,0.027409207754999443
4828,1242,986,-678.455341243308,-678.474984070933,-678.428734783257,0.02660646005097078
4829,986,1242,-678.474984070933,-678.455341243308,-678.428734783257,0.046249287676005224
4830,1251,1306,-678.36884999563,-678.400186517006,-678.363584973044,0.005265022585945189
4831,1306,1251,-678.400186517006,-678.36884999563,-678.363584973044,0.03660154396197868
4832,1240,1307,-678.454856656434,-678.447080502361,-678.367995751965,0.08686090446894923
4833,1307,1240,-678.447080502361,-678.454856656434,-678.367995751965,0.07908475039596397
4834,1238,1308,-678.4309775646959,-678.394795148618,-678.3743848681991,0.05659269649686394
4835,1308,1238,-678.394795148618,-678.4309775646959,-678.3743848681991,0.020410280418900584
4836,1308,1309,-678.394795148618,-678.395395248191,-678.375102332473,0.01969281614492502
4837,1309,1308,-678.395395248191,-678.394795148618,-678.375102332473,0.02029291571795966
4838,1210,1289,-678.506649044366,-678.510677977513,-678.490511744134,0.016137300232003327
4839,1289,1210,-678.510677977513,-678.506649044366,-678.490511744134,0.02016623337897272
4840,1218,1310,-678.422957538095,-678.420407006652,-678.413674227631,0.009283310464070382
4841,1310,1218,-678.420407006652,-678.422957538095,-678.413674227631,0.00673277902103564
4842,1256,1311,-678.520919054381,-678.5235858358529,-678.514888378553,0.006030675828014864
4843,1311,1256,-678.5235858358529,-678.520919054381,-678.514888378553,0.0086974572999452
4844,1140,1253,-678.494214910299,-678.4952380722401,-678.486934557945,0.007280352353973285
4845,1253,1140,-678.4952380722401,-678.494214910299,-678.486934557945,0.008303514295107561
4846,1243,1046,-678.523211048302,-678.533869345204,-678.518384910235,0.004826138066960084
4847,1046,1243,-678.533869345204,-678.523211048302,-678.518384910235,0.015484434969039285
4848,1233,1164,-678.490135590515,-678.48693385284,-678.4825207528401,0.007614837674964292
4849,1164,1233,-678.48693385284,-678.490135590515,-678.4825207528401,0.004413099999965198
4850,1220,1312,-678.440004433536,-678.367604288154,-678.357679793271,0.08232464026502839
4851,1312,1220,-678.367604288154,-678.440004433536,-678.357679793271,0.009924494882966428
4852,1255,1170,-678.4977097906759,-678.49906898796,-678.498318590093,-0.0006087994171366518
4853,1170,1255,-678.49906898796,-678.4977097906759,-678.498318590093,0.0007503978669092248
4854,1216,1313,-678.464244400857,-678.483310733778,-678.463050294474,0.0011941063829681298
4855,1313,1216,-678.483310733778,-678.464244400857,-678.463050294474,0.020260439304024658
4856,1198,1314,-678.399661371329,-678.41711504263,-678.38579561653,0.013865754798985108
4857,1314,1198,-678.41711504263,-678.399661371329,-678.38579561653,0.03131942610002625
4858,1208,693,-678.468450315032,-678.46876972605,-678.463642012027,0.0048083030050065645
4859,693,1208,-678.46876972605,-678.468450315032,-678.463642012027,0.005127714023046792
4860,693,694,-678.46876972605,-678.469326421634,-678.467094473197,0.001675252853033271
4861,694,693,-678.469326421634,-678.46876972605,-678.467094473197,0.0022319484370427745
4862,694,1245,-678.469326421634,-678.4685888379811,-678.466495204879,0.0028312167549984224
4863,1245,694,-678.4685888379811,-678.469326421634,-678.466495204879,0.0020936331020493526
4864,1217,1315,-678.4489264121839,-678.434084724553,-678.4296723705011,0.019254041682870593
4865,1315,1217,-678.434084724553,-678.4489264121839,-678.4296723705011,0.00441235405196494
4866,1240,1316,-678.454856656434,-678.4579547172531,-678.40478590874,0.05007074769400788
4867,1316,1240,-678.4579547172531,-678.454856656434,-678.40478590874,0.05316880851307815
4868,1210,1263,-678.506649044366,-678.512087756519,-678.506160689231,0.0004883551349621484
4869,1263,1210,-678.512087756519,-678.506649044366,-678.506160689231,0.005927067287984755
4870,1253,1191,-678.4952380722401,-678.493321061136,-678.489954800359,0.005283271881125984
4871,1191,1253,-678.493321061136,-678.4952380722401,-678.489954800359,0.0033662607770565955
4872,1236,382,-678.458857273715,-678.5006370536689,-678.456191442819,0.002665830896035004
4873,382,1236,-678.5006370536689,-678.458857273715,-678.456191442819,0.044445610849948025
4874,1202,1304,-678.46988879123,-678.470382683596,-678.452722113475,0.017166677754971715
4875,1304,1202,-678.470382683596,-678.46988879123,-678.452722113475,0.017660570120938246
4876,592,670,-678.494987947181,-678.494505037958,-678.493199052204,0.0017888949770394902
4877,670,592,-678.494505037958,-678.494987947181,-678.493199052204,0.0013059857540156372
4878,1238,997,-678.4309775646959,-678.435899235619,-678.419173835939,0.01180372875694502
4879,997,1238,-678.435899235619,-678.4309775646959,-678.419173835939,0.016725399680012742
4880,1219,1295,-678.423722264179,-678.449740877316,-678.421508190821,0.002214073358004498
4881,1295,1219,-678.449740877316,-678.423722264179,-678.421508190821,0.028232686495016424
4882,1295,1317,-678.449740877316,-678.4493757885859,-678.415193927353,0.03454694996298713
4883,1317,1295,-678.4493757885859,-678.449740877316,-678.415193927353,0.03418186123292344
4884,1215,1282,-678.442939926632,-678.440618569047,-678.4393774998999,0.0035624267320599756
4885,1282,1215,-678.440618569047,-678.442939926632,-678.4393774998999,0.001241069147113194
4886,1241,32,-678.4666920548931,-678.46648949554,-678.466693084357,-1.0294638741470408e-06
4887,32,1241,-678.46648949554,-678.4666920548931,-678.466693084357,-0.00020358881693027797
4888,32,54,-678.46648949554,-678.467223189524,-678.464869591075,0.0016199044650875294
4889,54,32,-678.467223189524,-678.46648949554,-678.464869591075,0.002353598449076344
4890,1233,1164,-678.490135590515,-678.48693385284,-678.473489434877,0.016646155637999982
4891,1164,1233,-678.48693385284,-678.490135590515,-678.473489434877,0.013444417963000888
4892,1254,1318,-678.472560299955,-678.443019615209,-678.376258418847,0.09630188110804738
4893,1318,1254,-678.443019615209,-678.472560299955,-678.376258418847,0.06676119636199473
4894,1318,1319,-678.443019615209,-678.446607162817,-678.3718201558439,0.07119945936506156
4895,1319,1318,-678.446607162817,-678.443019615209,-678.3718201558439,0.07478700697311069
4896,1255,405,-678.4977097906759,-678.492710002825,-678.48407683867,0.013632952005877996
4897,405,1255,-678.492710002825,-678.4977097906759,-678.48407683867,0.00863316415495774
4898,1213,1115,-678.466107629941,-678.467131075318,-678.463198862826,0.002908767115059163
4899,1115,1213,-678.467131075318,-678.466107629941,-678.463198862826,0.003932212492031795
4900,1115,1320,-678.467131075318,-678.449153509252,-678.395937850623,0.07119322469498002
4901,1320,1115,-678.449153509252,-678.467131075318,-678.395937850623,0.05321565862902844
4902,1203,1044,-678.458883702387,-678.491017089457,-678.389844731463,0.06903897092399802
4903,1044,1203,-678.491017089457,-678.458883702387,-678.389844731463,0.10117235799407354
4904,1194,1321,-678.467061368869,-678.475768402095,-678.458625103832,0.008436265037062185
4905,1321,1194,-678.475768402095,-678.467061368869,-678.458625103832,0.01714329826302219
4906,1321,1322,-678.475768402095,-678.479064169488,-678.477152828699,-0.0013844266039768627
4907,1322,1321,-678.479064169488,-678.475768402095,-678.477152828699,0.0019113407889790324
4908,1199,1323,-678.400954747388,-678.406849014395,-678.383489118382,0.01746562900598292
4909,1323,1199,-678.406849014395,-678.400954747388,-678.383489118382,0.02335989601294841
4910,1323,1324,-678.406849014395,-678.4057605321569,-678.3906435420549,0.016205472340061533
4911,1324,1323,-678.4057605321569,-678.406849014395,-678.3906435420549,0.015116990102001182
4912,1224,1325,-678.434860809073,-678.456095398016,-678.413769506892,0.021091302181048377
4913,1325,1224,-678.456095398016,-678.434860809073,-678.413769506892,0.04232589112405094
4914,1325,1326,-678.456095398016,-678.464267947223,-678.454316728637,0.001778669379064013
