,src,dest,src_EQ,dest_EQ,energy,Ea
839,35,254,-678.446585357104,-678.446256588735,-678.444639898368,0.001945458736031469
840,212,329,-678.384577042593,-678.385416693885,-678.384466525832,0.00011051676108309039
841,329,212,-678.385416693885,-678.384577042593,-678.384466525832,0.0009501680530092926
842,329,319,-678.385416693885,-678.449519894684,-678.379493889185,0.005922804699935114
843,319,329,-678.449519894684,-678.385416693885,-678.379493889185,0.07002600549901672
844,229,278,-678.503803317602,-678.503835558088,-678.500584758146,0.003218559455945069
845,278,229,-678.503835558088,-678.503803317602,-678.500584758146,0.0032507999419522093
846,278,330,-678.503835558088,-678.500334667384,-678.499578585298,0.004256972790017244
847,330,278,-678.500334667384,-678.503835558088,-678.499578585298,0.0007560820860135209
848,300,25,-678.4450022153479,-678.446391560998,-678.435289048699,0.009713166648907645
849,25,300,-678.446391560998,-678.4450022153479,-678.435289048699,0.011102512298975853
850,172,331,-678.4394358621411,-678.439978651781,-678.4355755060959,0.0038603560451520025
851,331,172,-678.439978651781,-678.4394358621411,-678.4355755060959,0.004403145685046184
852,299,332,-678.405643571374,-678.394768693713,-678.3472246245659,0.05841894680804671
853,332,299,-678.394768693713,-678.405643571374,-678.3472246245659,0.047544069147079426
854,140,57,-678.445866130572,-678.4463998424279,-678.445661604738,0.0002045258339649081
855,57,140,-678.4463998424279,-678.445866130572,-678.445661604738,0.0007382376899158771
856,270,333,-678.421281822081,-678.421088361103,-678.418343228038,0.002938594043030207
857,333,270,-678.421088361103,-678.421281822081,-678.418343228038,0.0027451330649910233
858,56,334,-678.428539468591,-678.426712266318,-678.427361585079,0.0011778835120139775
859,334,56,-678.426712266318,-678.428539468591,-678.427361585079,-0.0006493187610203677
860,334,73,-678.426712266318,-678.4274322891999,-678.425610200032,0.0011020662859664299
861,73,334,-678.4274322891999,-678.426712266318,-678.425610200032,0.001822089167944796
862,73,90,-678.4274322891999,-678.427422631415,-678.426284488077,0.0011478011228973628
863,90,73,-678.427422631415,-678.4274322891999,-678.426284488077,0.0011381433379256123
864,244,335,-678.420980289608,-678.421569196046,-678.420288937074,0.0006913525339768967
865,335,244,-678.421569196046,-678.420980289608,-678.420288937074,0.0012802589719740354
866,335,336,-678.421569196046,-678.422090231034,-678.420472685095,0.0010965109510152615
867,336,335,-678.422090231034,-678.421569196046,-678.420472685095,0.0016175459389842217
868,296,337,-678.446963414458,-678.4483939420189,-678.4278168449299,0.019146569528061264
869,337,296,-678.4483939420189,-678.446963414458,-678.4278168449299,0.020577097089017116
870,337,338,-678.4483939420189,-678.4015122388839,-678.3853279023471,0.06306603967186675
871,338,337,-678.4015122388839,-678.4483939420189,-678.3853279023471,0.016184336536866795
872,146,339,-678.44066236267,-678.446342776882,-678.43886579817,0.0017965644999549113
873,339,146,-678.446342776882,-678.44066236267,-678.43886579817,0.007476978712020355
874,251,270,-678.42186562199,-678.421281822081,-678.4205027289611,0.001362893028954204
875,270,251,-678.421281822081,-678.42186562199,-678.4205027289611,0.0007790931199451734
876,195,174,-678.4400203244651,-678.439937373854,-678.438769402563,0.0012509219020557794
877,174,195,-678.439937373854,-678.4400203244651,-678.438769402563,0.001167971291010872
878,174,195,-678.439937373854,-678.4400203244651,-678.434430241321,0.005507132533011827
879,195,174,-678.4400203244651,-678.439937373854,-678.434430241321,0.0055900831440567345
880,35,309,-678.446585357104,-678.461588919576,-678.432086810673,0.014498546431013892
881,309,35,-678.461588919576,-678.446585357104,-678.432086810673,0.029502108902988766
882,278,340,-678.503835558088,-678.44466759203,-678.43457649579,0.06925906229798784
883,340,278,-678.44466759203,-678.503835558088,-678.43457649579,0.010091096239989383
884,197,21,-678.426601150147,-678.427102170421,-678.425790997584,0.0008101525629626849
885,21,197,-678.427102170421,-678.426601150147,-678.425790997584,0.0013111728369494813
886,198,341,-678.467688893474,-678.4982011650129,-678.390111456146,0.07757743732804556
887,341,198,-678.4982011650129,-678.467688893474,-678.390111456146,0.10808970886694169
888,181,342,-678.466729060005,-678.465722973746,-678.466127432223,0.0006016277820890537
889,342,181,-678.465722973746,-678.466729060005,-678.466127432223,-0.00040445847696446435
890,342,54,-678.465722973746,-678.467223189524,-678.453191358708,0.012531615038028576
891,54,342,-678.467223189524,-678.465722973746,-678.453191358708,0.014031830816065849
892,97,183,-678.4409611935299,-678.446431087212,-678.418278070615,0.022683122914941123
893,183,97,-678.446431087212,-678.4409611935299,-678.418278070615,0.028153016597002534
894,261,54,-678.466939971131,-678.467223189524,-678.4670129129049,-7.294177396488521e-05
895,54,261,-678.467223189524,-678.466939971131,-678.4670129129049,0.00021027661910011375
896,54,343,-678.467223189524,-678.467681998912,-678.4604352483,0.006787941224047245
897,343,54,-678.467681998912,-678.467223189524,-678.4604352483,0.007246750612011965
898,246,344,-678.407117727016,-678.388578037759,-678.349254622892,0.05786310412406692
899,344,246,-678.388578037759,-678.407117727016,-678.349254622892,0.039323414866998974
900,8,345,-678.445981106534,-678.446366749379,-678.443271620583,0.0027094859509588787
901,345,8,-678.446366749379,-678.445981106534,-678.443271620583,0.0030951287959624096
902,345,50,-678.446366749379,-678.446424027647,-678.443590865184,0.0027758841949889757
903,50,345,-678.446424027647,-678.446366749379,-678.443590865184,0.002833162463048211
904,50,346,-678.446424027647,-678.446394354405,-678.445248226103,0.0011758015440364034
905,346,50,-678.446394354405,-678.446424027647,-678.445248226103,0.0011461283020253177
906,164,328,-678.5025118173841,-678.487538950939,-678.480562861565,0.021948955819084404
907,328,164,-678.487538950939,-678.5025118173841,-678.480562861565,0.006976089374006733
908,252,347,-678.4206989185859,-678.420701167125,-678.4202710664421,0.00042785214384366554
909,347,252,-678.420701167125,-678.4206989185859,-678.4202710664421,0.0004301006829336984
910,347,348,-678.420701167125,-678.4209476645659,-678.419595162551,0.0011060045740123314
911,348,347,-678.4209476645659,-678.420701167125,-678.419595162551,0.0013525020149245393
912,183,91,-678.446431087212,-678.446520451649,-678.444860347088,0.0015707401239524188
913,91,183,-678.446520451649,-678.446431087212,-678.444860347088,0.0016601045609832
914,307,349,-678.367121257387,-678.387804666152,-678.334315377717,0.03280587967003612
915,349,307,-678.387804666152,-678.367121257387,-678.334315377717,0.05348928843500289
916,204,350,-678.447487259655,-678.446762120101,-678.445657041385,0.0018302182700153935
917,350,204,-678.446762120101,-678.447487259655,-678.445657041385,0.0011050787160229447
918,245,192,-678.44350333965,-678.455035286851,-678.443337592346,0.00016574730398133397
919,192,245,-678.455035286851,-678.44350333965,-678.443337592346,0.011697694504960054
920,192,351,-678.455035286851,-678.470348649951,-678.423851387038,0.03118389981295877
921,351,192,-678.470348649951,-678.455035286851,-678.423851387038,0.046497262913021586
922,84,181,-678.466721932627,-678.466729060005,-678.466611474371,0.00011045825601740944
923,181,84,-678.466729060005,-678.466721932627,-678.466611474371,0.00011758563402963773
924,181,9,-678.466729060005,-678.467754250364,-678.462101767106,0.004627292899044733
925,9,181,-678.467754250364,-678.466729060005,-678.462101767106,0.005652483258018037
926,152,352,-678.46613393243,-678.465711288333,-678.465287522504,0.0008464099259981595
927,352,152,-678.465711288333,-678.46613393243,-678.465287522504,0.00042376582894121384
928,197,21,-678.426601150147,-678.427102170421,-678.4261909884291,0.0004101617179230743
929,21,197,-678.427102170421,-678.426601150147,-678.4261909884291,0.0009111819919098707
930,194,309,-678.461652849236,-678.461588919576,-678.461087225693,0.00056562354302514
931,309,194,-678.461588919576,-678.461652849236,-678.461087225693,0.0005016938830522122
932,217,273,-678.44076025944,-678.45251759463,-678.435644125962,0.005116133478054508
933,273,217,-678.45251759463,-678.44076025944,-678.435644125962,0.01687346866799544
934,273,353,-678.45251759463,-678.460829677157,-678.423264527048,0.02925306758197621
935,353,273,-678.460829677157,-678.45251759463,-678.423264527048,0.0375651501090033
936,353,354,-678.460829677157,-678.468979348676,-678.418659295526,0.04217038163096731
937,354,353,-678.468979348676,-678.460829677157,-678.418659295526,0.050320053150016975
938,273,355,-678.45251759463,-678.443390512676,-678.43220332838,0.020314266250011315
939,355,273,-678.443390512676,-678.45251759463,-678.43220332838,0.01118718429609089
940,355,356,-678.443390512676,-678.433267869849,-678.425864543445,0.0175259692310874
941,356,355,-678.433267869849,-678.443390512676,-678.425864543445,0.007403326404073596
942,356,357,-678.433267869849,-678.432806652714,-678.4261584908099,0.007109379039093255
943,357,356,-678.432806652714,-678.433267869849,-678.4261584908099,0.006648161904081462
944,293,358,-678.421880038645,-678.399627607827,-678.3957000163861,0.026180022258927238
945,358,293,-678.399627607827,-678.421880038645,-678.3957000163861,0.003927591440969991
946,358,359,-678.399627607827,-678.4523921513289,-678.362870541648,0.03675706617900687
947,359,358,-678.4523921513289,-678.399627607827,-678.362870541648,0.08952160968090084
948,54,9,-678.467223189524,-678.467754250364,-678.451319484226,0.015903705298001114
949,9,54,-678.467754250364,-678.467223189524,-678.451319484226,0.016434766137990664
950,31,360,-678.440354578408,-678.461358013631,-678.434201506883,0.006153071524977349
951,360,31,-678.461358013631,-678.440354578408,-678.434201506883,0.027156506747928688
952,203,361,-678.445236583561,-678.445701635224,-678.4421385130829,0.003098070478131376
953,361,203,-678.445701635224,-678.445236583561,-678.4421385130829,0.0035631221411449587
954,361,362,-678.445701635224,-678.4439954652851,-678.44176025021,0.003941385014059051
955,362,361,-678.4439954652851,-678.445701635224,-678.44176025021,0.002235215075074848
956,362,208,-678.4439954652851,-678.445322404512,-678.442780933808,0.0012145314771032645
957,208,362,-678.445322404512,-678.4439954652851,-678.442780933808,0.002541470704045423
958,232,363,-678.423679545596,-678.418402727052,-678.416902741383,0.006776804213018295
959,363,232,-678.418402727052,-678.423679545596,-678.416902741383,0.0014999856690565139
960,363,364,-678.418402727052,-678.3898845264521,-678.379545130568,0.03885759648403564
961,364,363,-678.3898845264521,-678.418402727052,-678.379545130568,0.010339395884102487
962,41,365,-678.4470429589051,-678.44627533047,-678.4460812414441,0.0009617174609957146
963,365,41,-678.44627533047,-678.4470429589051,-678.4460812414441,0.00019408902596751432
964,365,41,-678.44627533047,-678.4470429589051,-678.417596514777,0.028678815693069737
965,41,365,-678.4470429589051,-678.44627533047,-678.417596514777,0.029446444128097937
966,315,366,-678.4582697935119,-678.461700118291,-678.457967936406,0.0003018571059101305
967,366,315,-678.461700118291,-678.4582697935119,-678.457967936406,0.003732181884970487
968,179,6,-678.468069953953,-678.46794828317,-678.4624807904161,0.005589163536910746
969,6,179,-678.46794828317,-678.468069953953,-678.4624807904161,0.005467492753950864
970,241,16,-678.4471292122361,-678.4471519018521,-678.44665666455,0.00047254768605853315
971,16,241,-678.4471519018521,-678.4471292122361,-678.44665666455,0.0004952373020614687
972,16,63,-678.4471519018521,-678.447624614977,-678.445594522586,0.001557379266046155
973,63,16,-678.447624614977,-678.4471519018521,-678.445594522586,0.00203009239100993
974,324,367,-678.4403726155259,-678.462051384996,-678.4377592246041,0.0026133909218515328
975,367,324,-678.462051384996,-678.4403726155259,-678.4377592246041,0.024292160391951256
976,367,4,-678.462051384996,-678.447035884479,-678.424162982993,0.03788840200297727
977,4,367,-678.447035884479,-678.462051384996,-678.424162982993,0.022872901485925468
978,313,368,-678.376953292351,-678.44749240917,-678.372154453279,0.004798839072009287
979,368,313,-678.44749240917,-678.376953292351,-678.372154453279,0.07533795589097281
980,368,88,-678.44749240917,-678.440780814481,-678.4390257513501,0.008466657819894863
981,88,368,-678.440780814481,-678.44749240917,-678.4390257513501,0.0017550631308722586
982,313,369,-678.376953292351,-678.447288812891,-678.372154548147,0.004798744203981187
983,369,313,-678.447288812891,-678.376953292351,-678.372154548147,0.07513426474395146
984,266,35,-678.445855990356,-678.446585357104,-678.444021658685,0.001834331671034306
985,35,266,-678.446585357104,-678.445855990356,-678.444021658685,0.0025636984190668954
986,317,316,-678.501454639748,-678.501659657425,-678.501376034001,7.860574692131195e-05
987,316,317,-678.501659657425,-678.501454639748,-678.501376034001,0.00028362342391119455
988,282,93,-678.427257411541,-678.4260673555771,-678.424349480718,0.0029079308229711387
989,93,282,-678.4260673555771,-678.427257411541,-678.424349480718,0.001717874859082258
990,25,370,-678.446391560998,-678.460584531034,-678.432042798167,0.01434876283099129
991,370,25,-678.460584531034,-678.446391560998,-678.432042798167,0.028541732866983693
992,370,371,-678.460584531034,-678.460914218715,-678.4551352208821,0.005449310151902864
993,371,370,-678.460914218715,-678.460584531034,-678.4551352208821,0.005778997832862842
994,233,322,-678.42453544942,-678.426216164461,-678.424062762945,0.0004726864749500237
995,322,233,-678.426216164461,-678.42453544942,-678.424062762945,0.0021534015160113995
996,310,267,-678.461190533074,-678.408574928953,-678.3866077738829,0.07458275919111657
997,267,310,-678.408574928953,-678.461190533074,-678.3866077738829,0.02196715507011504
998,279,372,-678.4270624664521,-678.440523552625,-678.425654198556,0.0014082678960676276
999,372,279,-678.440523552625,-678.4270624664521,-678.425654198556,0.014869354068991925
1000,267,373,-678.408574928953,-678.4623789127211,-678.403486336583,0.005088592370043443
1001,373,267,-678.4623789127211,-678.408574928953,-678.403486336583,0.05889257613807786
1002,295,319,-678.448719661944,-678.449519894684,-678.445393881928,0.003325780015984492
1003,319,295,-678.449519894684,-678.448719661944,-678.445393881928,0.004126012756046293
1004,79,84,-678.466015791456,-678.466721932627,-678.466237104907,-0.00022131345099296595
1005,84,79,-678.466721932627,-678.466015791456,-678.466237104907,0.00048482772001534613
1006,84,9,-678.466721932627,-678.467754250364,-678.465851136095,0.0008707965320127187
1007,9,84,-678.467754250364,-678.466721932627,-678.465851136095,0.0019031142689982516
1008,9,54,-678.467754250364,-678.467223189524,-678.465909773684,0.0018444766800485013
1009,54,9,-678.467223189524,-678.467754250364,-678.465909773684,0.0013134158400589513
1010,209,374,-678.39021559711,-678.389870789087,-678.3784582362359,0.01175736087407131
1011,374,209,-678.389870789087,-678.39021559711,-678.3784582362359,0.011412552851084001
1012,374,375,-678.389870789087,-678.5015603501159,-678.378654084569,0.011216704518005827
1013,375,374,-678.5015603501159,-678.389870789087,-678.378654084569,0.12290626554693063
1014,375,376,-678.5015603501159,-678.501437982644,-678.500538533171,0.001021816944899001
1015,376,375,-678.501437982644,-678.5015603501159,-678.500538533171,0.0008994494729677172
1016,148,272,-678.38603886158,-678.385740674532,-678.383865049345,0.0021738122350143385
1017,272,148,-678.385740674532,-678.38603886158,-678.383865049345,0.0018756251870399865
1018,272,377,-678.385740674532,-678.4443631241841,-678.382079876993,0.0036607975390552383
1019,377,272,-678.4443631241841,-678.385740674532,-678.382079876993,0.062283247191089686
1020,377,378,-678.4443631241841,-678.450511755123,-678.3806583343879,0.06370478979613381
1021,378,377,-678.450511755123,-678.4443631241841,-678.3806583343879,0.06985342073505763
1022,242,35,-678.446016099682,-678.446585357104,-678.444595605593,0.0014204940889612772
1023,35,242,-678.446585357104,-678.446016099682,-678.444595605593,0.001989751511018767
1024,194,260,-678.461652849236,-678.461675031947,-678.460094852779,0.0015579964569951699
1025,260,194,-678.461675031947,-678.461652849236,-678.460094852779,0.0015801791680587485
1026,71,4,-678.446656723077,-678.447035884479,-678.445957998849,0.0006987242279592465
1027,4,71,-678.447035884479,-678.446656723077,-678.445957998849,0.0010778856299111794
1028,4,5,-678.447035884479,-678.446839413384,-678.445019426308,0.0020164581709423146
1029,5,4,-678.446839413384,-678.447035884479,-678.445019426308,0.001819987076032703
1030,12,83,-678.445910245725,-678.447039017263,-678.444668695562,0.0012415501630584913
1031,83,12,-678.447039017263,-678.445910245725,-678.444668695562,0.0023703217010506705
1032,83,379,-678.447039017263,-678.421098776555,-678.418133771443,0.028905245820055825
1033,379,83,-678.421098776555,-678.447039017263,-678.418133771443,0.002965005112059771
1034,154,140,-678.446295705848,-678.445866130572,-678.445358034155,0.0009376716930091789
1035,140,154,-678.445866130572,-678.446295705848,-678.445358034155,0.0005080964169792423
1036,140,222,-678.445866130572,-678.447461254467,-678.445149034437,0.0007170961349629579
1037,222,140,-678.447461254467,-678.445866130572,-678.445149034437,0.0023122200300349505
1038,222,380,-678.447461254467,-678.4473797477269,-678.4449877864071,0.002473468059974948
1039,380,222,-678.4473797477269,-678.447461254467,-678.4449877864071,0.0023919613198586376
1040,380,381,-678.4473797477269,-678.447925192337,-678.4451429011219,0.0022368466050011193
1041,381,380,-678.447925192337,-678.4473797477269,-678.4451429011219,0.002782291215112309
1042,306,232,-678.416530946116,-678.423679545596,-678.415623923821,0.0009070222949958406
1043,232,306,-678.423679545596,-678.416530946116,-678.415623923821,0.008055621774929023
1044,232,220,-678.423679545596,-678.422762784745,-678.396176174542,0.027503371053967385
1045,220,232,-678.422762784745,-678.423679545596,-678.396176174542,0.026586610203025884
1046,316,317,-678.501659657425,-678.501454639748,-678.4504106738569,0.05124898356802987
1047,317,316,-678.501454639748,-678.501659657425,-678.4504106738569,0.05104396589103999
1048,317,382,-678.501454639748,-678.5006370536689,-678.5005446715841,0.0009099681639099799
1049,382,317,-678.5006370536689,-678.501454639748,-678.5005446715841,9.238208485840005e-05
1050,316,341,-678.501659657425,-678.4982011650129,-678.448256967516,0.053402689908921275
1051,341,316,-678.4982011650129,-678.501659657425,-678.448256967516,0.0499441974968704
1052,341,383,-678.4982011650129,-678.513003126713,-678.451036394996,0.0471647700169342
1053,383,341,-678.513003126713,-678.4982011650129,-678.451036394996,0.06196673171700695
1054,238,384,-678.427262522578,-678.421294938087,-678.4163129882589,0.010949534319024679
1055,384,238,-678.421294938087,-678.427262522578,-678.4163129882589,0.004981949828106735
1056,255,385,-678.440453183812,-678.40522747855,-678.323020640335,0.11743254347697984
1057,385,255,-678.40522747855,-678.440453183812,-678.323020640335,0.08220683821502917
1058,334,238,-678.426712266318,-678.427262522578,-678.4075027866111,0.019209479706887578
1059,238,334,-678.427262522578,-678.426712266318,-678.4075027866111,0.019759735966886183
1060,17,98,-678.4469650122161,-678.447594555073,-678.445357031375,0.0016079808410722762
1061,98,17,-678.447594555073,-678.4469650122161,-678.445357031375,0.002237523697999677
1062,98,204,-678.447594555073,-678.447487259655,-678.4465850057541,0.0010095493189510307
1063,204,98,-678.447487259655,-678.447594555073,-678.4465850057541,0.0009022539009038155
1064,359,386,-678.4523921513289,-678.498410098194,-678.411007255746,0.041384895582950776
1065,386,359,-678.498410098194,-678.4523921513289,-678.411007255746,0.08740284244800023
1066,304,387,-678.431836625619,-678.458882565962,-678.415981376481,0.015855249137985084
1067,387,304,-678.458882565962,-678.431836625619,-678.415981376481,0.04290118948097188
1068,387,388,-678.458882565962,-678.4305641655719,-678.4169576859671,0.04192487999489458
1069,388,387,-678.4305641655719,-678.458882565962,-678.4169576859671,0.013606479604845845
1070,335,389,-678.421569196046,-678.401728283608,-678.392380827177,0.029188368868972248
1071,389,335,-678.401728283608,-678.421569196046,-678.392380827177,0.009347456430987222
1072,53,390,-678.427026336779,-678.36779716137,-678.344608753394,0.08241758338499494
1073,390,53,-678.36779716137,-678.427026336779,-678.344608753394,0.023188407976022063
1074,249,391,-678.4474787168319,-678.446828593022,-678.4460281538439,0.0014505629879977278
1075,391,249,-678.446828593022,-678.4474787168319,-678.4460281538439,0.0008004391780787046
1076,391,111,-678.446828593022,-678.4474586319429,-678.4460558754209,0.0007727176010803305
1077,111,391,-678.4474586319429,-678.446828593022,-678.4460558754209,0.0014027565219976168
1078,308,9,-678.421202150504,-678.467754250364,-678.419524319625,0.0016778308789753282
1079,9,308,-678.467754250364,-678.421202150504,-678.419524319625,0.04822993073901216
1080,14,323,-678.440980925777,-678.4617721374079,-678.438555033097,0.0024258926799802794
1081,323,14,-678.4617721374079,-678.440980925777,-678.438555033097,0.02321710431090196
1082,146,392,-678.44066236267,-678.446397493811,-678.440273664401,0.0003886982689209617
1083,392,146,-678.446397493811,-678.44066236267,-678.440273664401,0.006123829409943937
1084,392,157,-678.446397493811,-678.44646937885,-678.420114960934,0.02628253287696225
1085,157,392,-678.44646937885,-678.446397493811,-678.420114960934,0.026354417915968043
1086,111,249,-678.4474586319429,-678.4474787168319,-678.438360535961,0.009098095981926235
1087,249,111,-678.4474787168319,-678.4474586319429,-678.438360535961,0.009118180870927972
1088,162,393,-678.440380002515,-678.439327032886,-678.3748811209321,0.0654988815829256
1089,393,162,-678.439327032886,-678.440380002515,-678.3748811209321,0.06444591195395333
1090,393,385,-678.439327032886,-678.40522747855,-678.3955428419099,0.04378419097611186
1091,385,393,-678.40522747855,-678.439327032886,-678.3955428419099,0.009684636640145072
1092,353,394,-678.460829677157,-678.474442687535,-678.450070462552,0.010759214604945555
1093,394,353,-678.474442687535,-678.460829677157,-678.450070462552,0.024372224982926127
1094,318,317,-678.462197084458,-678.501454639748,-678.4559313617681,0.006265722689931863
1095,317,318,-678.501454639748,-678.462197084458,-678.4559313617681,0.04552327797989619
1096,317,395,-678.501454639748,-678.458595706897,-678.4567649259919,0.04468971375604269
1097,395,317,-678.458595706897,-678.501454639748,-678.4567649259919,0.0018307809050384094
1098,395,396,-678.458595706897,-678.462339014751,-678.456988645409,0.0016070614880163703
1099,396,395,-678.462339014751,-678.458595706897,-678.456988645409,0.0053503693420680065
1100,269,397,-678.420609872504,-678.3705028961319,-678.372711824143,0.04789804836093481
1101,397,269,-678.3705028961319,-678.420609872504,-678.372711824143,-0.0022089280111003973
1102,397,398,-678.3705028961319,-678.445230991819,-678.370611931667,-0.00010903553504704178
1103,398,397,-678.445230991819,-678.3705028961319,-678.370611931667,0.07461906015203112
1104,4,52,-678.447035884479,-678.446828647148,-678.4414260096,0.005609874878928167
1105,52,4,-678.446828647148,-678.447035884479,-678.4414260096,0.005402637547945233
1106,227,399,-678.44278042629,-678.448625062495,-678.432593044276,0.010187382014009927
1107,399,227,-678.448625062495,-678.44278042629,-678.432593044276,0.01603201821899347
1108,356,355,-678.433267869849,-678.443390512676,-678.4308956683969,0.0023722014520899393
1109,355,356,-678.443390512676,-678.433267869849,-678.4308956683969,0.012494844279103745
1110,357,288,-678.432806652714,-678.437089512733,-678.432924278491,-0.00011762577696572407
1111,288,357,-678.437089512733,-678.432806652714,-678.432924278491,0.004165234242009319
1112,270,400,-678.421281822081,-678.417229160789,-678.342238673568,0.07904314851305116
1113,400,270,-678.417229160789,-678.421281822081,-678.342238673568,0.07499048722104362
1114,323,317,-678.4617721374079,-678.501454639748,-678.457679046687,0.004093090720971304
1115,317,323,-678.501454639748,-678.4617721374079,-678.457679046687,0.04377559306101375
1116,317,396,-678.501454639748,-678.462339014751,-678.456015069342,0.045439570405960694
1117,396,317,-678.462339014751,-678.501454639748,-678.456015069342,0.006323945409008047
1118,257,169,-678.4396957083451,-678.423832505648,-678.346731711238,0.09296399710706282
1119,169,257,-678.423832505648,-678.4396957083451,-678.346731711238,0.07710079440994377
1120,333,238,-678.421088361103,-678.427262522578,-678.4130347409671,0.008053620135910933
1121,238,333,-678.427262522578,-678.421088361103,-678.4130347409671,0.014227781610884449
1122,115,401,-678.467776517579,-678.467696230005,-678.434144759426,0.033631758152978364
1123,401,115,-678.467696230005,-678.467776517579,-678.434144759426,0.03355147057902741
1124,322,234,-678.426216164461,-678.427511108459,-678.42353586223,0.0026803022310559754
1125,234,322,-678.427511108459,-678.426216164461,-678.42353586223,0.003975246229060758
1126,234,90,-678.427511108459,-678.427422631415,-678.425652816277,0.001858292182078003
1127,90,234,-678.427422631415,-678.427511108459,-678.425652816277,0.0017698151380045601
1128,377,402,-678.4443631241841,-678.442545967197,-678.42089884374,0.02346428044404547
1129,402,377,-678.442545967197,-678.4443631241841,-678.42089884374,0.021647123457000816
1130,375,317,-678.5015603501159,-678.501454639748,-678.493324479336,0.008235870779913057
1131,317,375,-678.501454639748,-678.5015603501159,-678.493324479336,0.008130160411951692
1132,355,403,-678.443390512676,-678.436362955037,-678.414383186151,0.029007326525061217
1133,403,355,-678.436362955037,-678.443390512676,-678.414383186151,0.021979768886012607
1134,403,404,-678.436362955037,-678.433308592717,-678.418287693651,0.01807526138600224
1135,404,403,-678.433308592717,-678.436362955037,-678.418287693651,0.015020899066030324
1136,354,405,-678.468979348676,-678.492710002825,-678.4683697489401,0.000609599735980737
1137,405,354,-678.492710002825,-678.468979348676,-678.4683697489401,0.024340253884929552
1138,85,16,-678.447517387707,-678.4471519018521,-678.4461348689659,0.0013825187410247963
1139,16,85,-678.4471519018521,-678.447517387707,-678.4461348689659,0.00101703288612498
1140,73,90,-678.4274322891999,-678.427422631415,-678.426109426752,0.0013228624479779683
1141,90,73,-678.427422631415,-678.4274322891999,-678.426109426752,0.0013132046630062177
1142,355,406,-678.443390512676,-678.4426093274,-678.397925696545,0.04546481613101605
1143,406,355,-678.4426093274,-678.443390512676,-678.397925696545,0.044683630854933654
1144,335,407,-678.421569196046,-678.422055583294,-678.4197923278599,0.0017768681860843571
1145,407,335,-678.422055583294,-678.421569196046,-678.4197923278599,0.0022632554340589195
1146,407,238,-678.422055583294,-678.427262522578,-678.413566929019,0.008488654274970031
1147,238,407,-678.427262522578,-678.422055583294,-678.413566929019,0.013695593558963992
1148,371,408,-678.460914218715,-678.4592134652639,-678.449023391245,0.011890827469983378
1149,408,371,-678.4592134652639,-678.460914218715,-678.449023391245,0.010190074018964879
1150,349,409,-678.387804666152,-678.399941423828,-678.380256238168,0.007548427983920192
1151,409,349,-678.399941423828,-678.387804666152,-678.380256238168,0.01968518565990962
1152,362,218,-678.4439954652851,-678.445232606636,-678.441118039263,0.0028774260221098302
1153,218,362,-678.445232606636,-678.4439954652851,-678.441118039263,0.0041145673729943155
1154,181,410,-678.466729060005,-678.465444720071,-678.453330125466,0.013398934539054608
1155,410,181,-678.465444720071,-678.466729060005,-678.453330125466,0.012114594605009188
1156,282,220,-678.427257411541,-678.422762784745,-678.349081658174,0.07817575336696336
1157,220,282,-678.422762784745,-678.427257411541,-678.349081658174,0.07368112657104575
1158,362,411,-678.4439954652851,-678.450050697921,-678.4393773223591,0.00461814292600593
1159,411,362,-678.450050697921,-678.4439954652851,-678.4393773223591,0.010673375561964349
1160,411,175,-678.450050697921,-678.447359676875,-678.436575107502,0.013475590419034233
1161,175,411,-678.447359676875,-678.450050697921,-678.436575107502,0.010784569372958686
1162,164,412,-678.5025118173841,-678.507401903781,-678.4974939862819,0.005017831102122727
1163,412,164,-678.507401903781,-678.5025118173841,-678.4974939862819,0.00990791749904929
1164,382,317,-678.5006370536689,-678.501454639748,-678.491992155502,0.008644898166949133
1165,317,382,-678.501454639748,-678.5006370536689,-678.491992155502,0.009462484246000713
1166,317,413,-678.501454639748,-678.500551186938,-678.496241936217,0.005212703531014995
1167,413,317,-678.500551186938,-678.501454639748,-678.496241936217,0.004309250721007629
1168,319,411,-678.449519894684,-678.450050697921,-678.448170718568,0.0013491761160366877
1169,411,319,-678.450050697921,-678.449519894684,-678.448170718568,0.0018799793530206443
1170,219,414,-678.441298928218,-678.3863814568081,-678.36711551607,0.07418341214793145
1171,414,219,-678.3863814568081,-678.441298928218,-678.36711551607,0.019265940738023346
1172,13,415,-678.427666894001,-678.353540664934,-678.352974493563,0.07469240043803893
1173,415,13,-678.353540664934,-678.427666894001,-678.352974493563,0.0005661713710196636
1174,173,416,-678.386176190725,-678.444990340508,-678.383073641563,0.003102549162008472
1175,416,173,-678.444990340508,-678.386176190725,-678.383073641563,0.06191669894496954
1176,416,417,-678.444990340508,-678.454044745441,-678.404575454999,0.0404148855089943
1177,417,416,-678.454044745441,-678.444990340508,-678.404575454999,0.04946929044206172
1178,417,418,-678.454044745441,-678.39892622415,-678.351219754148,0.10282499129300504
1179,418,417,-678.39892622415,-678.454044745441,-678.351219754148,0.047706470002026435
1180,360,309,-678.461358013631,-678.461588919576,-678.460961690616,0.0003963230149111041
1181,309,360,-678.461588919576,-678.461358013631,-678.460961690616,0.0006272289599564829
1182,309,367,-678.461588919576,-678.462051384996,-678.432515594165,0.029073325410990947
1183,367,309,-678.462051384996,-678.461588919576,-678.432515594165,0.029535790831005215
